"module name","license","repository"
"@humanfs/node@0.16.6","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.3.1","Apache-2.0","https://github.com/humanwhocodes/retry"
"@humanwhocodes/retry@0.4.1","Apache-2.0","https://github.com/humanwhocodes/retry"
"@icons/material@0.2.4","MIT","https://github.com/at-icons/material"
"@jridgewell/gen-mapping@0.3.8","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/source-map@0.3.6","MIT","https://github.com/jridgewell/source-map"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@mantine/core@7.16.1","MIT","https://github.com/mantinedev/mantine"
"@mantine/hooks@7.16.1","MIT","https://github.com/mantinedev/mantine"
"@mapbox/geojson-rewind@0.5.2","ISC","https://github.com/mapbox/geojson-rewind"
"@mapbox/geojson-types@1.0.2","ISC",""
"@mapbox/jsonlint-lines-primitives@2.0.2","Custom: https://github.com/tmcw/jsonlint","https://github.com/mapbox/jsonlint"
"@mapbox/mapbox-gl-supported@1.5.0","BSD-3-Clause","https://github.com/mapbox/mapbox-gl-supported"
"@mapbox/point-geometry@0.1.0","ISC","https://github.com/mapbox/point-geometry"
"@mapbox/tiny-sdf@1.2.5","BSD-2-Clause","https://github.com/mapbox/tiny-sdf"
"@mapbox/tiny-sdf@2.0.6","BSD-2-Clause","https://github.com/mapbox/tiny-sdf"
"@mapbox/unitbezier@0.0.0","BSD-2-Clause","https://github.com/mapbox/unitbezier"
"@mapbox/unitbezier@0.0.1","BSD-2-Clause","https://github.com/mapbox/unitbezier"
"@mapbox/vector-tile@1.3.1","BSD-3-Clause","https://github.com/mapbox/vector-tile-js"
"@mapbox/whoots-js@3.1.0","ISC","https://github.com/mapbox/whoots-js"
"@maplibre/maplibre-gl-style-spec@19.3.3","ISC","https://github.com/maplibre/maplibre-gl-style-spec"
"@maplibre/maplibre-gl-style-spec@20.4.0","ISC","https://github.com/maplibre/maplibre-gl-style-spec"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@plotly/d3-sankey-circular@0.33.1","MIT","https://github.com/plotly/d3-sankey-circular"
"@plotly/d3-sankey@0.7.2","BSD-3-Clause","https://github.com/d3/d3-sankey"
"@plotly/d3@3.8.2","BSD-3-Clause","https://github.com/plotly/d3"
"@plotly/draft-js-export-html@1.2.0","ISC","https://github.com/sstur/draft-js-utils/tree/master/packages/draft-js-export-html"
"@plotly/mapbox-gl@1.13.4","MIT*","https://github.com/plotly/mapbox-gl-js"
"@plotly/point-cluster@3.1.9","MIT","https://github.com/plotly/point-cluster"
"@plotly/regl@2.1.2","MIT","https://github.com/plotly/regl"
"@rollup/rollup-linux-x64-gnu@4.32.0","MIT","https://github.com/rollup/rollup"
"@rollup/rollup-linux-x64-musl@4.32.0","MIT","https://github.com/rollup/rollup"
"@tailwindcss/node@4.0.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-linux-x64-gnu@4.0.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-linux-x64-musl@4.0.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide@4.0.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/vite@4.0.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@turf/area@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/area@7.2.0","MIT","https://github.com/Turfjs/turf"
"@turf/bbox@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/bbox@7.2.0","MIT","https://github.com/Turfjs/turf"
"@turf/centroid@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/centroid@7.2.0","MIT","https://github.com/Turfjs/turf"
"@turf/helpers@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/helpers@7.2.0","MIT","https://github.com/Turfjs/turf"
"@turf/meta@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/meta@7.2.0","MIT","https://github.com/Turfjs/turf"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookie@0.6.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@9.6.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson-vt@3.2.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mapbox-gl@3.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mapbox__point-geometry@0.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mapbox__vector-tile@1.3.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.10.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pbf@3.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/plotly.js@2.35.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@18.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-plotly.js@2.6.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/supercluster@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.21.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vitejs/plugin-react@4.3.4","MIT","https://github.com/vitejs/vite-plugin-react"
"@webassemblyjs/ast@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-buffer@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-numbers@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/leb128@1.13.2","Apache-2.0","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/utf8@1.13.2","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.14.1","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"a-big-triangle@1.0.3","MIT","https://github.com/mikolalysenko/a-big-triangle"
"abs-svg-path@0.1.1","MIT","https://github.com/jkroso/abs-svg-path"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.14.0","MIT","https://github.com/acornjs/acorn"
"add-dom-event-listener@1.1.0","MIT","https://github.com/yiminghe/add-dom-event-listener"
"add-line-numbers@1.0.1","MIT","https://github.com/Jam3/add-line-numbers"
"aes-js@3.0.0","MIT","https://github.com/ricmoo/aes-js"
"affine-hull@1.0.0","MIT","https://github.com/mikolalysenko/affine-hull"
"ajv-formats@2.1.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@5.1.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"almost-equal@1.1.0","MIT","https://github.com/mikolalysenko/almost-equal"
"alpha-complex@1.0.0","MIT","https://github.com/mikolalysenko/alpha-complex"
"alpha-shape@1.0.0","MIT","https://github.com/mikolalysenko/alpha-shape"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-bounds@1.0.1","MIT","https://github.com/dfcreative/array-bounds"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-normalize@1.1.4","MIT","https://github.com/dfcreative/array-normalize"
"array-range@1.0.1","MIT","https://github.com/mattdesl/array-range"
"array-rearrange@2.2.2","MIT","https://github.com/dfcreative/array-rearrange"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob-lite@1.0.0","MIT","https://github.com/hughsk/atob-lite"
"axios@1.7.9","MIT","https://github.com/axios/axios"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"barycentric@1.0.1","MIT","https://github.com/mikolalysenko/barycentric"
"base64-arraybuffer@1.0.2","MIT","https://github.com/niklasvh/base64-arraybuffer"
"bech32@1.1.4","MIT","https://github.com/bitcoinjs/bech32"
"big-rat@1.0.4","MIT","https://github.com/rat-nest/big-rat"
"binary-search-bounds@2.0.5","MIT","https://github.com/mikolalysenko/binary-search-bounds"
"bit-twiddle@0.0.2","MIT","https://github.com/mikolalysenko/bit-twiddle"
"bit-twiddle@1.0.2","MIT","https://github.com/mikolalysenko/bit-twiddle"
"bitmap-sdf@1.0.4","MIT","https://github.com/dfcreative/bitmap-sdf"
"bl@2.2.1","MIT","https://github.com/rvagg/bl"
"bn.js@4.12.1","MIT","https://github.com/indutny/bn.js"
"bn.js@5.2.1","MIT","https://github.com/indutny/bn.js"
"boundary-cells@2.0.2","MIT","https://github.com/mikolalysenko/boundary-cells"
"box-intersect@1.0.2","MIT","https://github.com/mikolalysenko/box-intersect"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserslist@4.24.4","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"bytewise-core@1.2.3","MIT","https://github.com/deanlandolt/bytewise-core"
"bytewise@1.1.0","MIT","https://github.com/deanlandolt/bytewise"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"caniuse-lite@1.0.30001695","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"canvas-fit@1.5.0","MIT","https://github.com/hughsk/canvas-fit"
"cdt2d@1.0.0","MIT","https://github.com/mikolalysenko/cdt2d"
"cell-orientation@1.0.1","MIT","https://github.com/mikolalysenko/cell-orientation"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chroma-js@1.4.1","BSD*","https://github.com/gka/chroma.js"
"chrome-trace-event@1.0.4","MIT","https://github.com/samccone/chrome-trace-event"
"circumcenter@1.0.0","MIT","https://github.com/mikolalysenko/circumcenter"
"circumradius@1.0.0","MIT","https://github.com/mikolalysenko/circumradius"
"clamp@1.0.1","MIT","https://github.com/hughsk/clamp"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"clean-pslg@1.1.2","MIT","https://github.com/mikolalysenko/clean-pslg"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"color-alpha@1.0.4","MIT","https://github.com/colorjs/color-alpha"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-id@1.1.0","MIT","https://github.com/colorjs/color-id"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-normalize@1.5.0","MIT","https://github.com/colorjs/color-normalize"
"color-parse@1.3.8","MIT","https://github.com/colorjs/color-parse"
"color-parse@1.4.3","MIT","https://github.com/colorjs/color-parse"
"color-parse@2.0.0","MIT","https://github.com/colorjs/color-parse"
"color-rgba@2.1.1","MIT","https://github.com/colorjs/color-rgba"
"color-space@1.16.0","MIT","https://github.com/colorjs/color-space"
"colormap@2.3.2","MIT","https://github.com/bpostlethwaite/colormap"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"compare-angle@1.0.1","MIT","https://github.com/mikolalysenko/compare-angle"
"compare-cell@1.0.0","MIT","https://github.com/mikolalysenko/compare-cells"
"compare-oriented-cell@1.0.1","MIT","https://github.com/mikolalysenko/compare-oriented-cell"
"component-classes@1.2.6","MIT","https://github.com/component/classes"
"component-indexof@0.0.3","MIT*","https://github.com/component/indexof"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"convex-hull@1.0.3","MIT","https://github.com/mikolalysenko/convex-hull"
"cookie@1.0.2","MIT","https://github.com/jshttp/cookie"
"core-js@1.2.7","MIT","https://github.com/zloirock/core-js"
"core-js@2.6.12","MIT","https://github.com/zloirock/core-js"
"core-js@3.40.0","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"country-regex@1.1.0","MIT","https://github.com/etpinard/country-regex"
"cross-fetch@3.2.0","MIT","https://github.com/lquixada/cross-fetch"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-animation@1.6.1","MIT","https://github.com/yiminghe/css-animation"
"css-font-size-keywords@1.0.0","MIT","https://github.com/jedmao/css-font-size-keywords"
"css-font-stretch-keywords@1.0.1","MIT","https://github.com/jedmao/css-font-stretch-keywords"
"css-font-style-keywords@1.0.1","MIT","https://github.com/jedmao/css-font-style-keywords"
"css-font-weight-keywords@1.0.0","MIT","https://github.com/jedmao/css-font-weight-keywords"
"css-font@1.2.0","MIT","https://github.com/dy/css-font"
"css-global-keywords@1.0.1","MIT","https://github.com/jedmao/css-global-keywords"
"css-loader@7.1.2","MIT","https://github.com/webpack-contrib/css-loader"
"css-system-font-keywords@1.0.0","MIT","https://github.com/jedmao/css-system-font-keywords"
"csscolorparser@1.0.3","MIT","https://github.com/deanm/css-color-parser-js"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"cubic-hermite@1.0.0","MIT","https://github.com/mikolalysenko/cubic-hermite"
"cwise-compiler@1.1.3","MIT","https://github.com/scijs/cwise-compiler"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-collection@1.0.7","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.4.1","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-dispatch@1.0.6","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-force@1.2.1","BSD-3-Clause","https://github.com/d3/d3-force"
"d3-format@1.4.5","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-geo-projection@2.9.0","BSD-3-Clause","https://github.com/d3/d3-geo-projection"
"d3-geo@1.12.1","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-hierarchy@1.1.9","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.4.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-quadtree@1.0.7","BSD-3-Clause","https://github.com/d3/d3-quadtree"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.3.0","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.1.0","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-timer@1.0.10","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3@3.5.17","BSD-3-Clause","https://github.com/mbostock/d3"
"d@1.0.2","ISC","https://github.com/medikoo/d"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.0","MIT","https://github.com/debug-js/debug"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"defined@1.0.1","MIT","https://github.com/inspect-js/defined"
"delaunay-triangulate@1.1.6","MIT","https://github.com/mikolalysenko/delaunay-triangulate"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"detect-kerning@2.1.2","MIT","https://github.com/dy/detect-kerning"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-node-es@1.1.0","MIT","https://github.com/thekashey/detect-node"
"dom-align@1.12.4","MIT","https://github.com/yiminghe/dom-align"
"double-bits@1.1.1","MIT","https://github.com/mikolalysenko/double-bits"
"draft-js-import-element@1.4.0","ISC","https://github.com/sstur/draft-js-utils/tree/master/packages/draft-js-import-element"
"draft-js-import-html@1.4.1","ISC","https://github.com/sstur/draft-js-utils/tree/master/packages/draft-js-import-html"
"draft-js-utils@1.4.1","ISC","https://github.com/sstur/draft-js-utils/tree/master/packages/draft-js-utils"
"draft-js@0.10.5","BSD-3-Clause","https://github.com/facebook/draft-js"
"draft-js@0.11.7","MIT","https://github.com/facebook/draft-js"
"draw-svg-path@1.0.0","MIT","https://github.com/michaelrhodes/draw-svg-path"
"dtype@2.0.0","MIT","https://github.com/shama/dtype"
"dup@1.0.0","MIT","https://github.com/mikolalysenko/dup"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"earcut@2.2.4","ISC","https://github.com/mapbox/earcut"
"earcut@3.0.1","ISC","https://github.com/mapbox/earcut"
"edges-to-adjacency-list@1.0.0","MIT","https://github.com/mikolalysenko/edges-to-adjacency-list"
"electron-to-chromium@1.5.88","ISC","https://github.com/kilian/electron-to-chromium"
"element-size@1.1.1","MIT","https://github.com/hughsk/element-size"
"elementary-circuits-directed-graph@1.3.1","MIT","https://github.com/antoinerg/elementary-circuits-directed-graph"
"elliptic@6.5.4","MIT","https://github.com/indutny/elliptic"
"encoding@0.1.13","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@5.18.0","MIT","https://github.com/webpack/enhanced-resolve"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-module-lexer@1.6.0","MIT","https://github.com/guybedford/es-module-lexer"
